ID,OrgStructureName,Code,IsRoot,AddressDetail,Phone,ParentID,DecisionDate,Status
0410ADD9-44BC-4003-9DA8-32441983AF00,QC Cắt,836001,0,,,3ED4CEA2-6BDF-4FA3-A257-D0DF83D667C7,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
FB9147DB-6B4A-4A99-8E89-324708791D67,Sustainability Team,100001,0,,,0F644B17-9F89-4266-A233-12DA037FDA8F,Sat Feb 01 2020 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
8CF76533-65A0-4605-AC70-32802AD92879,Coating B,706020,0,Cụm Công nghiệp Tam Quan – khối 5 – Thị trấn Tam Quan – Hoài Nhơn – Bình Định,256.3665456,861D62FB-ED34-4E7D-8306-61A98534B75A,Tue May 15 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
25AF33C9-1D8F-4FA9-90A0-32914D3B6B5D,Chuyền 1,311001,0,,,C23B24AA-AB66-44CA-8D8F-FA30E36469FF,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
C59231BE-188A-4D5E-8525-32BE882D6B46,Bộ phận ủi,381303,0,"Lô M, đường số 3, KCN Hòa Khánh, Liên Chiểu, Đà Nẵng",,7AD8E378-51C3-485A-9B41-6E8E896A8189,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
6D4DA263-2A39-420D-B087-3813DD749CE8,Bộ phận đóng thùng,331305,0,,,AED73221-E2A8-4F35-AC10-B8FAD196ABB8,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
B97BCA37-55A4-4BE1-89E8-382DB0C9250B,QC Endline,807041,0,Khu công nghiệp Phú Đa - Thị trấn Phú Đa - Huyện Phú Vang - Tỉnh Thừa Thiên Huế,2343898417,01D6B81F-8E7C-428A-938F-8245AEBB4024,Mon May 28 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
3232F626-7C33-46A0-B01E-383A32147094,Tổ Dệt C,930035,0,,,D0CB714A-C18A-4652-8AD6-F03C4F255B5E,Fri Mar 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
92B52009-DD07-4BAA-884A-3865A57DCD9E,TT Handsand 2,271406,0,,,EE82F63E-CE5D-4DD4-8E0E-17085A2B4005,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
EEC366E2-8B87-4E90-AA63-386E9D8689AE,Bộ phận Quản lý chất lượng (BP.QC),T80000,0,"Lô F6, Đường Số 1, KCN Hải Sơn, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An",,771FF464-EA78-45BC-80F3-8A78DB7BF16B,Thu Mar 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
284E8850-4F8B-41E0-8F53-3897CB7B589A,Nhóm Kinh doanh 13,460001,0,,,50782720-AFE9-4805-824E-7A2EEAEEC01D,Thu Nov 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
F18DDFDC-8A52-4B01-B82C-38A0169A2CEC,Chuyền Đa năng,301039,0,,,0BCEC396-F3B2-4C68-82E9-06F02328919F,Tue Mar 17 2015 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
788F9269-34AF-4A8E-9304-38B38B2736CF,Đa tạo,631203,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,197FD199-7FAC-4AFB-BAD4-58FD600FF51D,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_INACTIVE
F0AECB48-95C5-4498-B970-40F30FE923AD,Kế toán,T10002,0,"Lô F6, Đường Số 1, KCN Hải Sơn, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An",,227D61D9-5CBA-46C0-A88E-94E3FD073E8F,Thu Mar 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
89C7DA68-4C59-41EA-9C06-4114E0176D62,Quản lý sản xuất,830001,0,,,B63E7727-B18F-4727-B02F-D823E8053331,Sun Sep 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
53C8BD88-35D4-4939-921B-41193F72C46B,Bộ phận kho,703000,0,Cụm Công nghiệp Tam Quan – khối 5 – Thị trấn Tam Quan – Hoài Nhơn – Bình Định,256.3665456,EF8AD7C5-0CBB-49FF-B86E-3FD011624B7D,Tue May 15 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
B1AF4C04-754F-4606-94A0-6DA0CB8D144E,Chuyền đào tạo,291035,0,,,997027EA-BF7A-4369-8D61-9D2957FF41C7,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
782E75A2-2F3A-4CDC-BE15-6DBADD451455,Chuyền 8,321008,0,,,C2F0C53D-AA4D-41F9-8146-8438E1C2867D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
5018A4BD-2BEF-4A8B-AFD5-6DDB7F685914,Chuyền 16,633175,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,5C69EC66-734D-4BF7-B5C8-441DF6DC8DCA,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
D2CD5BA6-2202-4389-BE2F-734EDB495C94,Chuyền 1,231011,0,,,6AED13FF-B08A-4DE8-8AE6-91CC7FFFAE32,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
97DD1CD3-9DB3-43E1-AD59-738760A13FEB,Phòng Kỹ thuật,P01500,0,,,E46BE7B7-7CCE-4236-83F4-EE60E78E51C4,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
5AB6A836-AA62-4B77-97C3-739E4A38CE13,Bộ phận Đánh giá Nhà máy,331704,0,,,24B4912D-92B6-4AEA-BEB1-7840F3D32507,Fri Feb 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
99D3431E-F6F0-4066-977B-73A300A59050,CA A nhuộm và chuẩn bị,914002,0,,,BBD55AAE-1DB4-4A5D-9B85-281DE2065125,Fri Mar 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
D013F4A5-64D9-4815-AF39-73AA2382503D,Kho nguyên liệu,832003,0,,,79E4E074-66E3-4ED9-A8E9-DECB4B335B4D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
2FFFAABB-E5F4-44EA-9D66-73AF8F66B6E3,Line 2,461003,0,,,CF4AC219-FD47-425D-8195-586832B6A974,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
A3E23DBF-1CE1-4BB2-814A-73C5E86E9BC3,Chuyền 10,551009,0,"48 Tăng Nhơn Phú, Phường Tăng Nhơn Phú B, Quận 9, TP.HCM",08.7305.6886,5B46F69B-BD41-412C-B8D4-208486E26295,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
DC1266DC-536C-47B6-98A2-73D52C2CB5AC,P.Kỹ Thuật,P04200,0,,,F9DC4293-3F07-4326-8E10-26B4EA17CDC2,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
EFCA8DDC-623B-4BB9-B430-73F6056AD48D,Bộ phận Quản lý chất lượng ( BP. QC ),471200,0,,,C2F2EC46-A658-44BF-866C-8414434D6B8C,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
65D15DA8-12B0-48A8-B553-7D2BDE915889,Kinh doanh 2,340902,0,"Lô M, đường số 3, KCN Hòa Khánh, Liên Chiểu, Đà Nẵng",,4D9A35C3-171F-4FFC-AD9F-FAA98C38CDC6,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_INACTIVE
C5291041-2531-4C7B-9770-7D3CDBF519F1,QC HOÀN TẤT (V2),V11403,0,,,D85A827A-F39B-4BF6-96F8-890F5ECEA025,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_TERMINATE
73B4C7FE-DF54-4848-A949-7D5FDC23AB97,HS1,2714130,0,,,0993AFDB-A507-4BEC-9D50-DF445EEF454F,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
47FCFFDF-B461-439A-BA63-7D6D64613C00,Bộ phận Cơ điện,410700,0,,,D0824479-B6C9-482F-A92F-BBD10885FE16,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
58A3E89B-8731-412B-917E-7DF262C1E8D8,Lưu động-TK-Xé xịt,T60005,0,"Lô F6, Đường Số 1, KCN Hải Sơn, Xã Đức Hòa Hạ, Huyện Đức Hòa, Tỉnh Long An",,05A55026-C9C2-4EF3-B87B-55AEE051E32E,Thu Mar 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
9DAE025C-66D9-46EE-8E4E-7DF9784BEC24,Nhòm ủi,802013,0,Khu công nghiệp Phú Đa - Thị trấn Phú Đa - Huyện Phú Vang - Tỉnh Thừa Thiên Huế,2343898417,AA13A0F5-7A51-4ECE-BB14-0B07E456652F,Mon May 28 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
B95A05A2-E6AF-48AC-B6CE-7ECDD0CD44D3,Quản lý chất lượng chuyền may B,231201B,0,,,A572C4D2-FD77-40C0-8A76-232DB364F3D3,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
A880554E-B8B5-4E86-922B-81D2793DAB61,Tổ kiểm tra chất lượng vải,915003,0,,,832240EA-B356-4802-A447-63CC306448A0,Fri Mar 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
7D280E69-618F-4148-9747-81E78D4DB105,Thêu 1,381521,0,,,500DC5D6-0658-466A-A716-400E878EEB3A,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
9BC53BD2-A138-4E5B-983C-81F3A19800E5,Khối Nghiệp vụ,611002,0,"940, Quốc Lộ 1, Phường Linh Trung, Quận Thủ Đức, Tp. Hồ Chí Minh",,0E57BE40-4D7A-4DB4-9583-279AE360B1DC,Fri Jun 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
1EA359DC-1F33-4576-AB90-821218DF79D2,Chuyền 04,808040,0,Khu công nghiệp Phú Đa - Thị trấn Phú Đa - Huyện Phú Vang - Tỉnh Thừa Thiên Huế,2343898417,2424B106-4D5D-42D8-95E5-0A14421FE756,Tue May 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
01D6B81F-8E7C-428A-938F-8245AEBB4024,QC May,807040,0,Khu công nghiệp Phú Đa - Thị trấn Phú Đa - Huyện Phú Vang - Tỉnh Thừa Thiên Huế,2343898417,D3596128-4A65-4F34-B6DD-04269BC343C1,Mon May 28 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
9C2B9793-5228-448E-AAE0-86B2E3971703,Chuyền 3,411005,0,,,7ABCC41B-34E6-4B35-A514-C0F4BEF240D0,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
B5811A39-B6D5-4AFF-BCAF-86C6D13445D7,BP. QUẢN LÝ SX,V11204,0,,,566845C3-4024-4D5F-9C9B-0DAB7348C473,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_TERMINATE
0876201C-9403-42B6-9447-86E022BCA76A,Tổ Đa năng,411017,0,,,7ABCC41B-34E6-4B35-A514-C0F4BEF240D0,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
27EEED0E-3373-4AE7-9321-870742B15BFB,Phòng Quản lý Thiết bị may,160000,0,,,0F644B17-9F89-4266-A233-12DA037FDA8F,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
161C4391-18BC-4EA0-BA3A-8757A7A6A437,Bộ phận Thêu,381500,0,"Lô M, đường số 3, KCN Hòa Khánh, Liên Chiểu, Đà Nẵng",,915DF147-286B-4C7B-A716-85ABA29D32D9,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
2676CE57-908F-4225-931D-87EB4839715B,Chuyền 13,301014,0,,,0BCEC396-F3B2-4C68-82E9-06F02328919F,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
C9A3434A-FA20-409F-8ED2-87FC103E124C,Ca B,460903,0,,,80E9C6CD-5E59-4A4C-99DA-414E4F804096,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
A82B9F46-D599-4B67-857D-883827EED390,QCTP Ca B,281202,0,"48, Tăng Nhơn Phú, Tăng Nhơn Phú B, Quận 9, Tp. Hồ Chí Minh",,8B8799BD-31DC-443D-9A02-E388B811DC01,Wed Aug 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
94A39A1F-9BB8-4112-899A-88602EED7CEB,Nhà máy Thời Trang Phong Phú (Wash Linh Trung),FC_270000,0,"940, Quốc Lộ 1, Phường Linh Trung, Quận Thủ Đức, Tp. Hồ Chí Minh",08.7305.6886,2D51E4D9-0E27-451F-83D8-04DA8D6B9797,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
F6F681A7-9B25-4760-BC4E-8DDF2746C95E,Chuyền 4,231008,0,,,6AED13FF-B08A-4DE8-8AE6-91CC7FFFAE32,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
CB50A94E-CFCE-4749-B66D-8E0A12014ECD,Chuyền 18,291018,0,,,997027EA-BF7A-4369-8D61-9D2957FF41C7,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
39F08FF6-EB72-4FFA-8E59-8E0D7F6B5A3C,Chuyền 05,633505,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,5C69EC66-734D-4BF7-B5C8-441DF6DC8DCA,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
4BCCBC62-B339-4746-9B8F-8E2DF687892D,Kho hoá chất,592004,0,,,D98960BE-DBA1-4027-8274-9BBD59FFD5F0,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
2B3D73E1-748A-4499-A9F7-8E39F55E011D,Wash HC,281503,0,,,E20D228E-3BC0-4775-9238-3A20EDCB80B4,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
3AAAB94C-F9F0-4695-AB77-8E44807DE36F,Chuyền 06,352005,0,,,7B9296E5-6A63-40EF-AD21-C65C5C23481E,Fri Feb 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
97E0C15C-D09B-4784-8A1D-8E4D08D53A5F,Phòng thí nghiệm,613001,0,"940, Quốc Lộ 1, Phường Linh Trung, Quận Thủ Đức, Tp. Hồ Chí Minh",,1B2D9914-D294-4175-94DB-D1F65DFAF2C3,Fri Jun 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
A25ADC6A-14F5-4F00-AB97-8E5C4256F524,TT Chuẩn bị sản xuất,271415,0,,,,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
6C8A35E4-2A9D-478C-A465-92F9EE93ABFB,Nhân sự,931001,0,,,143E0C75-A2DB-4B6A-818C-894C9E0C9991,Fri Mar 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
681535FA-2451-4BF5-90DF-933D4720D2F9,WFX,420001,0,,,2D51E4D9-0E27-451F-83D8-04DA8D6B9797,Tue Oct 01 2019 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
6B98FC3E-7821-4433-971A-93D63B720CDB,Chuyền chuyên dùng,634185,0,"27, Nguyễn Thị Bảy, Phường 6, Thành phố Tân An, Long An",,BA1DB4FB-9404-499C-9695-D664165A4FC1,Fri Sep 01 2017 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
C88AEA6B-3D63-4D1A-B698-9417A532E20C,QC Wash - Đầu vào,391201,0,"Lô M, đường số 3, KCN Hòa Khánh Bắc, quận Liên Chiểu, Đà Nẵng",,D0057117-0970-4666-B6AD-C16B91AF89F6,Sun Jul 01 2018 00:00:00 GMT+0700 (Indochina Time),E_APPROVED
1DFECD71-18CA-4C72-89AD-9425C6E3997F,Phối bộ + đánh số,827002,0,,,C12511B4-2E08-4957-A52F-8542B317DA4D,Thu Jan 01 1970 07:00:00 GMT+0700 (Indochina Time),E_APPROVED
